936341267;true;1.0;-1
4
0	3	3	3	3	3	977	1292	1292	1292	1292	
1	3	3	3	3	3	976	1292	1292	1292	1292	
2	3	3	3	3	3	975	1292	1292	1292	1292	
3	3	3	3	3	3	974	1292	1292	1292	1292	
4	3	3	3	3	3	973	1292	1292	1292	1292	
5	3	3	3	3	3	972	1292	1292	1292	1292	
6	3	3	3	3	3	971	1292	1292	1292	1292	
7	3	3	3	3	3	970	1292	1292	1292	1292	
8	3	3	3	3	3	969	1292	1292	1292	1292	
9	3	3	3	3	3	968	1292	1292	1292	1292	
10	3	3	3	3	3	967	1292	1292	1292	1292	
11	3	3	3	3	3	966	1292	1292	1292	1292	
12	3	3	3	3	3	965	1292	1292	1292	1292	
13	3	3	3	3	3	964	1292	1292	1292	1292	
14	3	3	3	3	3	963	1292	1292	1292	1292	
15	3	3	3	3	3	962	1292	1292	1292	1292	
16	3	3	3	3	3	961	1292	1292	1292	1292	
17	3	3	3	3	3	960	1292	1292	1292	1292	
18	0	3	3	3	3	925	1292	1292	1292	1292	
19	0	3	3	3	3	921	1292	1292	1292	1292	
20	0	3	3	3	3	917	1292	1292	1292	1292	
21	0	3	3	3	3	913	1292	1292	1292	1292	
22	0	3	3	3	3	909	1292	1292	1292	1292	
23	0	3	3	3	3	905	1292	1292	1292	1292	
24	0	3	3	3	3	901	1292	1292	1292	1292	
25	0	3	3	3	3	897	1292	1292	1292	1292	
26	0	3	3	3	3	893	1292	1292	1292	1292	
27	0	3	3	3	3	889	1292	1292	1292	1292	
28	0	3	3	3	3	885	1292	1292	1292	1292	
29	0	3	3	3	3	834	1292	1292	1292	1292	
30	3	3	3	3	3	833	1292	1292	1292	1292	
31	3	3	3	3	3	832	1292	1292	1292	1292	
32	3	3	3	3	3	831	1292	1292	1292	1292	
33	3	3	3	3	3	830	1292	1292	1292	1292	
34	3	3	3	3	3	829	1292	1292	1292	1292	
35	3	3	3	3	3	828	1292	1292	1292	1292	
36	3	3	3	3	3	827	1292	1292	1292	1292	
37	3	3	3	3	3	826	1292	1292	1292	1292	
38	3	3	3	3	3	825	1292	1292	1292	1292	
39	3	3	3	3	3	824	1292	1292	1292	1292	
40	3	3	3	3	3	823	497	1292	1292	1292	
41	3	3	3	3	3	822	496	1292	1292	1292	
42	3	3	3	3	3	821	495	1292	1292	1292	
43	3	3	3	3	3	820	494	1292	1292	1292	
44	3	3	3	3	3	819	493	1292	1292	1292	
45	3	3	3	3	3	818	492	1292	1292	1292	
46	3	3	3	3	3	817	491	1292	1292	1292	
47	3	3	3	3	3	816	490	1292	1292	1292	
48	3	3	3	3	3	815	489	1292	1292	1292	
49	3	3	3	3	3	814	488	1292	1292	1292	
50	3	3	3	3	3	813	487	1292	1292	1292	
51	3	3	3	3	3	812	486	1292	1292	1292	
52	3	3	3	3	3	811	485	1292	1292	1292	
53	3	3	3	3	3	810	484	1292	1292	1292	
54	0	3	3	3	3	806	483	1292	1292	1292	
55	0	3	3	3	3	802	482	1292	1292	1292	
56	0	3	3	3	3	798	481	1292	1292	1292	
57	0	3	3	3	3	794	480	1292	1292	1292	
58	0	2	3	3	3	790	542	1292	1292	1292	
59	0	2	3	3	3	786	546	1292	1292	1292	
60	0	2	3	3	3	782	550	497	1292	1292	
61	0	2	3	3	3	778	554	496	1292	1292	
62	0	2	3	3	3	774	558	495	1292	1292	
63	0	2	3	3	3	770	562	494	1292	1292	
64	0	2	3	3	3	766	566	493	1292	1292	
65	0	2	3	3	3	691	570	492	1292	1292	
66	0	2	3	3	3	673	574	491	1292	1292	
67	0	2	3	3	3	667	578	490	1292	1292	
68	0	2	3	3	3	661	582	489	1292	1292	
69	0	2	3	3	3	655	598	488	1292	1292	
70	0	3	3	3	3	649	597	487	1292	1292	
71	0	3	3	3	3	643	596	486	1292	1292	
72	0	3	3	3	3	637	595	485	1292	1292	
73	0	3	3	3	3	631	594	484	1292	1292	
74	0	3	3	3	3	625	593	483	1292	1292	
75	0	3	3	3	3	619	592	482	1292	1292	
76	0	3	3	3	3	613	591	481	1292	1292	
77	0	3	3	3	3	585	590	480	1292	1292	
78	0	3	3	3	3	581	589	479	1292	1292	
79	0	3	3	3	3	577	588	478	1292	1292	
80	0	3	3	3	3	573	587	477	497	1292	
81	0	3	3	3	3	569	586	476	496	1292	
82	0	2	3	3	3	565	614	475	495	1292	
83	0	2	3	3	3	561	620	474	494	1292	
84	0	2	3	3	3	557	626	473	493	1292	
85	0	2	3	3	3	553	632	472	492	1292	
86	0	2	3	3	3	549	638	471	491	1292	
87	0	2	3	3	3	545	644	470	490	1292	
88	0	2	3	3	3	541	650	469	489	1292	
89	0	2	3	3	3	456	656	468	488	1292	
90	0	2	3	3	3	452	662	467	487	1292	
91	0	2	3	3	3	448	668	466	486	1292	
92	0	2	3	3	3	444	674	465	485	1292	
93	0	2	3	3	3	440	703	464	484	1292	
94	0	3	3	3	3	436	702	463	483	1292	
95	0	3	3	3	3	432	701	462	482	1292	
96	0	3	3	3	3	428	700	461	481	1292	
97	0	3	3	3	3	424	699	460	480	1292	
98	0	3	3	2	3	420	698	459	542	1292	
99	0	3	3	2	3	416	697	458	546	1292	
100	0	3	3	2	3	412	696	457	550	497	
101	0	3	3	2	3	348	695	456	554	496	
102	0	3	0	2	3	330	694	452	558	495	
103	0	3	0	2	3	324	693	448	562	494	
104	0	3	0	2	3	318	692	444	566	493	
105	0	3	0	2	3	312	691	440	570	492	
106	0	0	0	2	3	306	673	436	574	491	
107	0	0	0	2	3	300	667	432	578	490	
108	0	0	0	2	3	294	661	428	582	489	
109	0	0	0	2	3	288	655	424	598	488	
110	0	0	0	3	3	282	649	420	597	487	
111	0	0	0	3	3	276	643	416	596	486	
112	0	0	0	3	3	270	637	412	595	485	
113	0	0	0	3	3	264	631	348	594	484	
114	0	0	0	3	3	258	625	330	593	483	
115	0	0	0	3	3	252	619	324	592	482	
116	0	0	0	3	3	246	613	318	591	481	
117	0	0	0	3	3	153	585	312	590	480	
118	1	0	0	3	0	154	581	306	589	453	
119	1	0	0	3	0	155	577	300	588	449	
120	1	0	0	3	0	156	573	294	587	445	
121	1	0	0	3	0	157	569	288	586	441	
122	1	0	0	2	0	158	565	282	614	437	
123	1	0	0	2	0	159	561	276	620	433	
124	1	0	0	2	0	160	557	270	626	429	
125	1	0	0	2	0	161	553	264	632	425	
126	1	0	0	2	0	162	549	258	638	421	
127	1	0	0	2	0	163	545	252	644	417	
128	1	0	0	2	0	164	541	246	650	413	
129	1	0	0	2	0	165	456	153	656	361	
130	0	0	1	2	1	140	452	154	662	362	
131	0	0	1	2	1	134	448	155	668	363	
132	0	0	1	2	1	128	444	156	674	364	
133	0	0	1	2	1	122	440	157	703	365	
134	0	0	1	3	1	116	436	158	702	366	
135	0	0	1	3	1	110	432	159	701	367	
136	0	0	1	3	1	104	428	160	700	368	
137	0	0	1	3	1	98	424	161	699	369	
138	0	0	1	3	1	92	420	162	698	370	
139	0	0	1	3	1	86	416	163	697	371	
140	0	0	1	3	1	80	412	164	696	372	
141	0	0	1	3	1	20	348	165	695	373	
142	3	0	0	3	0	19	330	140	694	332	
143	3	0	0	3	0	18	324	134	693	326	
144	3	0	0	3	0	17	318	128	692	320	
145	3	0	0	3	0	16	312	122	691	314	
146	3	0	0	0	0	15	306	116	673	308	
147	3	0	0	0	0	14	300	110	667	302	
148	3	0	0	0	0	13	294	104	661	296	
149	3	0	0	0	0	12	288	98	655	290	
150	3	0	0	0	0	11	282	92	649	284	
151	3	0	0	0	0	10	276	86	643	278	
152	3	0	0	0	0	9	270	80	637	272	
153	3	0	0	0	0	8	264	20	631	266	
154	3	0	3	0	0	7	258	19	625	260	
155	3	0	3	0	0	6	252	18	619	254	
156	3	0	3	0	0	5	246	17	613	248	
157	3	0	3	0	0	4	153	16	585	189	
158	3	3	3	0	3	3	152	15	581	188	
159	3	3	3	0	3	2	151	14	577	187	
160	3	3	3	0	3	1	150	13	573	186	
161	3	3	3	0	3	0	149	12	569	185	
162	2	3	3	0	3	79	148	11	565	184	
163	2	3	3	0	3	85	147	10	561	183	
164	0	3	3	0	3	79	146	9	557	182	
165	2	3	3	0	3	85	145	8	553	181	
166	0	0	3	0	3	79	139	7	549	180	
167	2	0	3	0	3	85	133	6	545	179	
168	0	0	3	0	3	79	127	5	541	178	
169	2	0	3	0	3	85	121	4	456	177	
170	0	0	3	0	3	79	115	3	452	176	
171	2	0	3	0	3	85	109	2	448	175	
172	0	0	3	0	3	79	103	1	444	174	
173	1	3	3	3	3	979	1292	1292	1292	1292	
174	1	3	3	3	3	980	1292	1292	1292	1292	
175	1	3	3	3	3	981	1292	1292	1292	1292	
176	1	3	3	3	3	982	1292	1292	1292	1292	
177	1	3	3	3	3	983	1292	1292	1292	1292	
178	1	3	3	3	3	984	1292	1292	1292	1292	
179	1	3	3	3	3	985	1292	1292	1292	1292	
180	1	3	3	3	3	986	1292	1292	1292	1292	
181	1	3	3	3	3	987	1292	1292	1292	1292	
182	1	3	3	3	3	988	1292	1292	1292	1292	
183	1	3	3	3	3	989	1292	1292	1292	1292	
184	1	3	3	3	3	990	1292	1292	1292	1292	
185	1	3	3	3	3	991	1292	1292	1292	1292	
186	1	3	3	3	3	992	1292	1292	1292	1292	
187	1	3	3	3	3	993	1292	1292	1292	1292	
188	1	3	3	3	3	994	1292	1292	1292	1292	
189	1	3	3	3	3	995	1292	1292	1292	1292	
190	1	3	3	3	3	996	1292	1292	1292	1292	
191	0	3	3	3	3	926	1292	1292	1292	1292	
192	0	3	3	3	3	922	1292	1292	1292	1292	
193	0	3	3	3	3	918	1292	1292	1292	1292	
194	0	3	3	3	3	914	1292	1292	1292	1292	
195	0	3	3	3	3	910	1292	1292	1292	1292	
196	0	3	3	3	3	906	1292	1292	1292	1292	
197	0	3	3	3	3	902	1292	1292	1292	1292	
198	0	3	3	3	3	898	1292	1292	1292	1292	
199	0	3	3	3	3	894	1292	1292	1292	1292	
200	0	3	3	3	3	890	1292	1292	1292	1292	
201	0	3	3	3	3	886	1292	1292	1292	1292	
202	0	3	3	3	3	859	1292	1292	1292	1292	
203	1	3	3	3	3	860	1292	1292	1292	1292	
204	1	3	3	3	3	861	1292	1292	1292	1292	
205	1	3	3	3	3	862	1292	1292	1292	1292	
206	1	3	3	3	3	863	1292	1292	1292	1292	
207	1	3	3	3	3	864	1292	1292	1292	1292	
208	1	3	3	3	3	865	1292	1292	1292	1292	
209	1	3	3	3	3	866	1292	1292	1292	1292	
210	1	3	3	3	3	867	1292	1292	1292	1292	
211	1	3	3	3	3	868	1292	1292	1292	1292	
212	1	3	3	3	3	869	497	1292	1292	1292	
213	1	3	3	3	3	870	496	1292	1292	1292	
214	1	3	3	3	3	871	495	1292	1292	1292	
215	1	3	3	3	3	872	494	1292	1292	1292	
216	1	3	3	3	3	873	493	1292	1292	1292	
217	1	3	3	3	3	874	492	1292	1292	1292	
218	1	3	3	3	3	875	491	1292	1292	1292	
219	1	3	3	3	3	876	490	1292	1292	1292	
220	1	3	3	3	3	877	489	1292	1292	1292	
221	1	3	3	3	3	878	488	1292	1292	1292	
222	1	3	3	3	3	879	487	1292	1292	1292	
223	1	3	3	3	3	880	486	1292	1292	1292	
224	1	3	3	3	3	881	485	1292	1292	1292	
225	1	3	3	3	3	882	484	1292	1292	1292	
226	1	3	3	3	3	883	483	1292	1292	1292	
227	0	3	3	3	3	809	482	1292	1292	1292	
228	0	3	3	3	3	805	481	1292	1292	1292	
229	0	3	3	3	3	801	480	1292	1292	1292	
230	0	2	3	3	3	797	542	1292	1292	1292	
231	0	2	3	3	3	793	546	1292	1292	1292	
232	0	2	3	3	3	789	550	497	1292	1292	
233	0	2	3	3	3	785	554	496	1292	1292	
234	0	2	3	3	3	781	558	495	1292	1292	
235	0	2	3	3	3	777	562	494	1292	1292	
236	0	2	3	3	3	773	566	493	1292	1292	
237	0	2	3	3	3	769	570	492	1292	1292	
238	0	2	3	3	3	753	574	491	1292	1292	
239	0	2	3	3	3	678	578	490	1292	1292	
240	0	2	3	3	3	672	582	489	1292	1292	
241	0	2	3	3	3	666	598	488	1292	1292	
242	0	2	3	3	3	660	615	487	1292	1292	
243	0	2	3	3	3	654	621	486	1292	1292	
244	0	2	3	3	3	648	627	485	1292	1292	
245	0	2	3	3	3	642	633	484	1292	1292	
246	0	2	3	3	3	636	639	483	1292	1292	
247	0	2	3	3	3	630	645	482	1292	1292	
248	0	2	3	3	3	624	651	481	1292	1292	
249	0	2	3	3	3	618	657	480	1292	1292	
250	0	2	0	3	3	612	663	453	1292	1292	
251	0	2	0	3	3	584	669	449	1292	1292	
252	0	2	0	3	3	580	675	445	497	1292	
253	0	2	0	3	3	576	704	441	496	1292	
254	0	1	0	3	3	572	705	437	495	1292	
255	0	1	0	3	3	568	706	433	494	1292	
256	0	1	0	3	3	564	707	429	493	1292	
257	0	1	0	3	3	560	708	425	492	1292	
258	0	1	0	3	3	556	709	421	491	1292	
259	0	1	0	3	3	552	710	417	490	1292	
260	0	1	0	3	3	548	711	413	489	1292	
261	0	1	0	3	3	544	712	361	488	1292	
262	0	1	1	3	3	540	713	362	487	1292	
263	0	1	1	3	3	455	714	363	486	1292	
264	0	1	1	3	3	451	715	364	485	1292	
265	0	1	1	3	3	447	716	365	484	1292	
266	0	1	1	3	3	443	717	366	483	1292	
267	0	1	1	3	3	439	718	367	482	1292	
268	0	1	1	3	3	435	719	368	481	1292	
269	0	1	1	3	3	431	720	369	480	1292	
270	0	1	1	0	3	427	721	370	453	1292	
